,ID,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
Fz_134,420,929.333,957.398,978.177,991.512,997.300,995.499,986.121,969.238,944.979,913.528,875.124,830.060,778.679,721.372,658.574,590.765,518.459,442.208,362.591
Fz_135,421,973.080,978.066,975.608,965.726,948.493,924.042,892.559,854.282,809.504,758.565,701.853,639.800,572.877,501.594,426.494,348.148,267.152,184.124,99.694
Fz_136,422,1081.648,1076.314,1062.789,1041.175,1011.637,974.400,929.748,878.019,819.608,754.960,684.566,608.961,528.723,444.460,356.815,266.454,174.065,80.352,-13.973
Fz_137,423,1211.550,1193.668,1166.702,1130.857,1086.405,1033.685,973.098,905.105,830.224,749.024,662.124,570.185,473.906,374.020,271.288,166.491,60.427,-46.096,-152.269
Fz_138,424,1293.615,1268.381,1233.493,1189.218,1135.892,1073.921,1003.777,925.994,841.163,749.931,652.991,551.081,444.978,335.488,223.444,109.700,-4.878,-119.420,-233.053
Fz_139,425,981.427,945.193,901.765,851.475,794.704,731.886,663.497,590.058,512.129,430.302,345.201,257.472,167.783,76.818,-14.732,-106.170,-196.799,-285.931,-372.887
Fz_140,427,996.589,1041.394,1078.274,1106.947,1127.196,1138.865,1141.868,1136.180,1121.845,1098.972,1067.736,1028.373,981.184,926.527,864.819,796.529,722.177,642.329,557.592
Fz_141,428,1274.899,1283.046,1281.428,1270.058,1249.022,1218.480,1178.665,1129.879,1072.494,1006.947,933.737,853.420,766.608,673.962,576.186,474.026,368.258,259.687,149.140
Fz_142,429,1224.653,1206.091,1178.350,1141.641,1096.243,1042.503,980.828,911.688,835.610,753.173,665.003,571.772,474.190,372.999,268.969,162.892,55.576,-52.164,-159.506
Fz_143,430,1114.117,1088.647,1054.892,1013.108,963.615,906.787,843.058,772.914,696.886,615.555,529.540,439.494,346.103,250.079,152.151,53.065,-46.425,-145.561,-243.590
Fz_144,431,1048.290,1022.871,989.667,948.931,900.974,846.159,784.905,717.677,644.987,567.388,485.471,399.860,311.205,220.182,127.483,33.814,-60.113,-153.582,-245.882
Fz_145,432,1238.011,1254.846,1262.131,1259.810,1247.901,1226.495,1195.755,1155.914,1107.276,1050.211,985.154,912.598,833.097,747.256,655.728,559.209,458.435,354.171,247.212
Fz_146,433,1289.540,1297.667,1295.918,1284.307,1262.921,1231.924,1191.551,1142.109,1083.976,1017.592,943.464,862.156,774.287,680.524,581.583,478.215,371.207,261.375,149.553
Fz_147,434,1040.892,1064.059,1079.128,1085.984,1084.575,1074.912,1057.068,1031.179,997.442,956.115,907.510,851.999,790.003,721.996,648.493,570.055,487.278,400.793,311.258
Fz_148,435,1431.684,1383.863,1325.510,1257.070,1179.062,1092.080,996.788,893.909,784.227,668.576,547.838,422.929,294.803,164.432,32.810,-99.061,-230.179,-359.545,-486.175
Fz_149,436,931.101,861.598,785.538,703.500,616.107,524.025,427.956,328.629,226.801,123.247,18.756,-85.879,-189.860,-292.396,-392.707,-490.029,-583.621,-672.772,-756.803
Fz_150,437,1214.532,1200.739,1177.808,1145.913,1105.297,1056.269,999.202,934.531,862.747,784.398,700.078,610.431,516.137,417.916,316.514,212.703,107.274,1.028,-105.226
Fz_151,438,1216.206,1225.352,1225.173,1215.670,1196.914,1169.050,1132.288,1086.909,1033.258,971.743,902.832,827.051,744.975,657.229,564.482,467.438,366.837,263.444,158.046
Fz_152,439,797.990,739.612,675.605,606.456,532.692,454.874,373.593,289.470,203.143,115.271,26.521,-62.431,-150.907,-238.235,-323.750,-406.801,-486.756,-563.007,-634.973
Fz_153,440,1182.764,1087.402,983.764,872.639,754.873,631.361,503.045,370.900,235.932,99.169,-38.349,-175.575,-311.465,-444.985,-575.118,-700.874,-821.295,-935.467,-1042.519
Fz_154,441,1110.163,1005.879,893.940,775.198,650.556,520.962,387.404,250.898,112.482,-26.791,-165.859,-303.665,-439.159,-571.312,-699.116,-821.600,-937.831,-1046.925,-1148.051
Fz_155,442,1080.340,956.299,824.979,687.381,544.552,397.579,247.579,95.696,-56.916,-209.095,-359.683,-507.533,-651.520,-790.549,-923.562,-1049.545,-1167.541,-1276.651,-1376.045
Fz_156,443,478.762,487.060,491.651,492.501,489.602,482.977,472.677,458.779,441.389,420.640,396.690,369.721,339.938,307.568,272.857,236.069,197.485,157.398,116.113
Fy_001,102,0.000,41.939,83.559,124.542,164.578,203.362,240.598,276.002,309.306,340.256,368.617,394.172,416.727,436.111,452.175,464.799,473.885,479.364,481.195
Fy_002,103,0.000,187.051,372.679,555.470,734.034,907.011,1073.085,1230.993,1379.532,1517.572,1644.062,1758.040,1858.638,1945.091,2016.741,2073.042,2113.565,2138.004,2146.171
Fy_003,104,0.000,330.728,658.939,982.136,1297.857,1603.701,1897.340,2176.540,2439.174,2683.245,2906.894,3108.421,3286.290,3439.149,3565.834,3665.380,3737.031,3780.241,3794.681
Fy_004,105,0.000,202.542,403.543,601.473,794.825,982.128,1161.957,1332.942,1493.783,1643.255,1780.221,1903.639,2012.568,2106.181,2183.765,2244.728,2288.608,2315.071,2323.914
Fy_005,108,0.000,19.953,39.754,59.253,78.301,96.753,114.468,131.313,147.158,161.883,175.376,187.534,198.265,207.487,215.130,221.136,225.459,228.066,228.937
Fy_006,109,0.000,109.218,217.605,324.335,428.598,529.598,626.568,718.769,805.500,886.100,959.957,1026.508,1085.247,1135.726,1177.562,1210.436,1234.097,1248.367,1253.135
Fy_007,110,0.000,288.466,574.736,856.633,1132.010,1398.771,1654.887,1898.409,2127.482,2340.364,2535.435,2711.209,2866.349,2999.675,3110.171,3196.997,3259.492,3297.180,3309.775
Fy_008,111,0.000,237.557,473.306,705.453,932.230,1151.913,1362.830,1563.374,1752.020,1927.332,2087.976,2232.729,2360.490,2470.286,2561.282,2632.785,2684.250,2715.287,2725.659
Fy_009,113,0.000,30.331,60.431,90.071,119.026,147.075,174.004,199.610,223.696,246.079,266.590,285.072,301.384,315.403,327.021,336.151,342.722,346.684,348.009
Fy_010,114,0.000,23.606,47.032,70.100,92.634,114.464,135.422,155.350,174.095,191.516,207.479,221.862,234.558,245.468,254.510,261.615,266.729,269.813,270.844
Fy_011,115,0.000,63.726,126.967,189.241,250.075,309.006,365.586,419.383,469.988,517.016,560.110,598.941,633.213,662.667,687.077,706.258,720.063,728.389,731.172
Fy_012,116,0.000,255.203,508.464,757.855,1001.479,1237.480,1464.064,1679.505,1882.164,2070.499,2243.076,2398.582,2535.833,2653.785,2751.540,2828.354,2883.643,2916.985,2928.127
Fy_013,117,0.000,216.444,431.241,642.757,849.380,1049.539,1241.710,1424.432,1596.312,1756.044,1902.411,2034.299,2150.705,2250.743,2333.652,2398.800,2445.692,2473.970,2483.421
Fy_014,118,0.000,31.791,63.339,94.406,124.754,154.153,182.378,209.216,234.461,257.922,279.420,298.791,315.888,330.581,342.759,352.328,359.215,363.368,364.756
Fy_015,120,0.000,61.664,122.858,183.117,241.983,299.007,353.755,405.811,454.779,500.285,541.984,579.558,612.722,641.222,664.842,683.402,696.762,704.818,707.510
Fy_016,121,0.000,39.034,77.771,115.916,153.179,189.276,223.933,256.885,287.883,316.689,343.085,366.870,387.863,405.904,420.856,432.605,441.062,446.162,447.866
Fy_017,122,0.000,153.013,304.862,454.390,600.461,741.961,877.815,1006.988,1128.497,1241.417,1344.890,1438.127,1520.419,1591.140,1649.752,1695.808,1728.957,1748.949,1755.629
Fy_018,123,0.000,231.423,461.086,687.239,908.161,1122.172,1327.643,1523.010,1706.785,1877.571,2034.067,2175.083,2299.545,2406.506,2495.153,2564.809,2614.946,2645.182,2655.286
Fy_019,124,0.000,84.183,167.725,249.990,330.353,408.202,482.944,554.011,620.861,682.986,739.914,791.210,836.484,875.392,907.638,932.977,951.215,962.213,965.889
Fy_020,126,0.000,151.527,301.900,449.976,594.628,734.753,869.287,997.205,1117.534,1229.358,1331.825,1424.157,1505.650,1575.684,1633.726,1679.334,1712.162,1731.959,1738.575
Fy_021,127,0.000,117.997,235.096,350.406,463.049,572.168,676.933,776.545,870.248,957.327,1037.121,1109.022,1172.482,1227.019,1272.217,1307.734,1333.297,1348.714,1353.865
Fy_022,129,0.000,248.644,495.396,738.377,975.739,1205.675,1426.435,1636.339,1833.789,2017.283,2185.425,2336.934,2470.658,2585.578,2680.821,2755.660,2809.528,2842.014,2852.870
Fy_023,130,0.000,50.533,100.681,150.064,198.304,245.035,289.901,332.560,372.689,409.981,444.153,474.945,502.123,525.478,544.835,560.045,570.993,577.595,579.801
Fy_024,132,0.000,196.623,391.750,583.896,771.597,953.427,1128.000,1293.988,1450.128,1595.232,1728.196,1848.007,1953.753,2044.630,2119.946,2179.128,2221.726,2247.415,2255.999
Fy_025,133,0.000,102.406,204.033,304.107,401.866,496.567,587.489,673.939,755.261,830.835,900.085,962.485,1017.560,1064.891,1104.118,1134.941,1157.127,1170.506,1174.978
Fy_026,134,0.000,232.809,463.846,691.354,913.599,1128.892,1335.593,1532.129,1717.005,1888.813,2046.247,2188.107,2313.314,2420.916,2510.093,2580.167,2630.604,2661.021,2671.185
Fy_027,137,0.000,132.319,263.630,392.936,519.251,641.614,759.094,870.796,975.872,1073.521,1162.999,1243.626,1314.789,1375.945,1426.629,1466.456,1495.123,1512.410,1518.187
Fy_028,138,0.000,248.690,495.488,738.515,975.921,1205.900,1426.701,1636.644,1834.132,2017.660,2185.833,2337.370,2471.119,2586.061,2681.321,2756.175,2810.053,2842.544,2853.402
Fy_029,208,0.000,20.026,39.900,59.471,78.588,97.108,114.889,131.795,147.698,162.477,176.019,188.222,198.993,208.249,215.920,221.948,226.286,228.903,229.777
Fy_030,209,0.000,111.230,221.614,330.311,436.494,539.355,638.111,732.011,820.340,902.426,977.643,1045.420,1105.241,1156.650,1199.257,1232.736,1256.834,1271.366,1276.222
Fy_031,210,0.000,294.885,587.526,875.695,1157.200,1429.898,1691.713,1940.654,2174.825,2392.444,2591.855,2771.541,2930.133,3066.426,3179.381,3268.139,3332.025,3370.552,3383.427
Fy_032,211,0.000,240.627,479.422,714.568,944.277,1166.799,1380.440,1583.576,1774.660,1952.237,2114.957,2261.581,2390.993,2502.208,2594.379,2666.806,2718.937,2750.375,2760.881
Fy_033,214,0.000,22.810,45.447,67.738,89.514,110.608,130.860,150.116,168.230,185.064,200.489,214.388,226.656,237.199,245.936,252.802,257.744,260.724,261.720
Fy_034,215,0.000,64.014,127.540,190.096,251.205,310.402,367.237,421.277,472.111,519.352,562.640,601.646,636.073,665.660,690.180,709.448,723.316,731.679,734.474
Fy_035,216,0.000,262.062,522.130,778.225,1028.396,1270.741,1503.415,1724.647,1932.753,2126.149,2303.365,2463.050,2603.991,2725.113,2825.495,2904.374,2961.149,2995.388,3006.829
Fy_036,217,0.000,221.379,441.073,657.411,868.745,1073.467,1270.020,1456.907,1632.706,1796.079,1945.783,2080.679,2199.739,2302.058,2386.857,2453.490,2501.451,2530.374,2540.040
Fy_037,218,0.000,29.717,59.209,88.249,116.618,144.100,170.484,195.572,219.170,241.101,261.197,279.305,295.288,309.023,320.406,329.351,335.789,339.671,340.969
Fy_038,220,0.000,60.483,120.505,179.610,237.349,293.281,346.981,398.040,446.070,490.705,531.605,568.460,600.988,628.943,652.110,670.315,683.419,691.321,693.961
Fy_039,221,0.000,36.351,72.426,107.949,142.651,176.267,208.542,239.229,268.096,294.923,319.505,341.655,361.205,378.006,391.930,402.872,410.747,415.496,417.084
Fy_040,222,0.000,156.628,312.064,465.125,614.646,759.489,898.552,1030.776,1155.156,1270.744,1376.661,1472.101,1556.337,1628.729,1688.725,1735.869,1769.802,1790.265,1797.104
Fy_041,223,0.000,240.247,478.666,713.441,942.787,1164.958,1378.263,1581.078,1771.861,1949.158,2111.621,2258.014,2387.221,2498.261,2590.287,2662.600,2714.648,2746.036,2756.526
Fy_042,224,0.000,78.928,157.255,234.386,309.733,382.722,452.799,519.429,582.107,640.354,693.728,741.822,784.270,820.750,850.983,874.740,891.839,902.151,905.598
Fy_043,227,0.000,105.912,211.018,314.518,415.625,513.568,607.603,697.013,781.119,859.280,930.901,995.438,1052.399,1101.350,1141.919,1173.798,1196.744,1210.581,1215.205
Fy_044,229,0.000,265.230,528.442,787.632,1040.828,1286.102,1521.588,1745.495,1956.116,2151.851,2331.209,2492.825,2635.469,2758.055,2859.651,2939.483,2996.944,3031.597,3043.177
Fy_045,230,0.000,37.856,75.424,112.417,148.555,183.563,217.173,249.131,279.193,307.130,332.729,355.796,376.155,393.652,408.152,419.547,427.748,432.694,434.347
Fy_046,232,0.000,180.070,358.769,534.738,706.638,873.159,1033.035,1185.049,1328.044,1460.932,1582.702,1692.426,1789.270,1872.496,1941.471,1995.671,2034.682,2058.208,2066.070
Fy_047,233,0.000,96.618,192.501,286.919,379.153,468.501,554.284,635.849,712.574,783.876,849.213,908.086,960.048,1004.704,1041.713,1070.795,1091.727,1104.350,1108.568
Fy_048,234,0.000,231.619,461.474,687.818,908.927,1123.119,1328.762,1524.294,1708.224,1879.154,2035.782,2176.917,2301.484,2408.535,2497.256,2566.972,2617.151,2647.412,2657.525
Fy_049,237,0.000,147.488,293.854,437.983,578.779,715.170,846.118,970.626,1087.748,1196.591,1296.328,1386.198,1465.519,1533.686,1590.181,1634.574,1666.527,1685.796,1692.236
Fy_050,238,0.000,200.576,399.626,595.634,787.109,972.594,1150.676,1320.002,1479.281,1627.302,1762.938,1885.158,1993.030,2085.734,2162.564,2222.936,2266.390,2292.595,2301.353
Fy_051,302,0.000,42.373,84.424,125.832,166.282,205.467,243.088,278.860,312.508,343.779,372.433,398.253,421.041,440.626,456.857,469.611,478.791,484.327,486.177
Fy_052,303,0.000,189.438,377.435,562.559,743.402,918.587,1086.781,1246.704,1397.139,1536.940,1665.045,1780.478,1882.360,1969.916,2042.480,2099.500,2140.541,2165.291,2173.562
Fy_053,304,0.000,335.427,668.301,996.089,1316.296,1626.485,1924.295,2207.461,2473.826,2721.365,2948.191,3152.581,3332.977,3488.008,3616.492,3717.453,3790.122,3833.946,3848.591
Fy_054,305,0.000,201.071,400.612,597.105,789.053,974.995,1153.518,1323.261,1482.934,1631.320,1767.292,1889.813,1997.951,2090.884,2167.904,2228.425,2271.986,2298.256,2307.035
Fy_055,308,0.000,20.424,40.693,60.651,80.149,99.036,117.170,134.411,150.630,165.703,179.514,191.959,202.944,212.383,220.207,226.354,230.779,233.448,234.339
Fy_056,309,0.000,109.618,218.403,325.525,430.169,531.540,628.865,721.405,808.454,889.350,963.478,1030.273,1089.227,1139.891,1181.880,1214.875,1238.623,1252.945,1257.731
Fy_057,310,0.000,295.626,589.003,877.897,1160.109,1433.493,1695.966,1945.533,2180.292,2398.459,2598.371,2778.509,2937.500,3074.135,3187.374,3276.355,3340.402,3379.025,3391.933
Fy_058,311,0.000,242.191,482.539,719.215,950.417,1174.386,1389.416,1593.873,1786.199,1964.932,2128.710,2276.287,2406.540,2518.478,2611.249,2684.147,2736.616,2768.259,2778.833
Fy_059,313,0.000,27.632,55.054,82.057,108.435,133.988,158.522,181.849,203.792,224.184,242.869,259.707,274.568,287.339,297.924,306.241,312.227,315.837,317.044
Fy_060,314,0.000,25.354,50.515,75.292,99.495,122.942,145.453,166.856,186.990,205.701,222.846,238.296,251.931,263.650,273.361,280.993,286.486,289.798,290.905
Fy_061,315,0.000,64.085,127.682,190.308,251.485,310.748,367.646,421.746,472.637,519.930,563.267,602.316,636.782,666.401,690.949,710.238,724.122,732.494,735.292
Fy_062,316,0.000,255.331,508.718,758.233,1001.978,1238.098,1464.795,1680.343,1883.104,2071.532,2244.195,2399.779,2537.099,2655.109,2752.913,2829.766,2885.082,2918.441,2929.589
Fy_063,317,0.000,224.138,446.571,665.604,879.572,1086.846,1285.849,1475.065,1653.055,1818.465,1970.035,2106.611,2227.155,2330.750,2416.605,2484.069,2532.628,2561.912,2571.698
Fy_064,318,0.000,23.196,46.215,68.883,91.026,112.476,133.071,152.653,171.073,188.191,203.876,218.011,230.486,241.206,250.091,257.073,262.098,265.129,266.142
Fy_065,320,0.000,63.636,126.789,188.976,249.725,308.573,365.073,418.795,469.329,516.291,559.324,598.101,632.325,661.737,686.113,705.267,719.053,727.368,730.146
Fy_066,321,0.000,41.911,83.503,124.460,164.469,203.227,240.438,275.819,309.101,340.030,368.372,393.910,416.450,435.821,451.875,464.490,473.570,479.045,480.875
Fy_067,322,0.000,154.246,307.319,458.052,605.299,747.940,884.889,1015.103,1137.591,1251.421,1355.728,1449.717,1532.672,1603.963,1663.047,1709.474,1742.890,1763.043,1769.777
Fy_068,323,0.000,251.140,500.369,745.790,985.535,1217.779,1440.755,1652.767,1852.199,2037.536,2207.365,2360.395,2495.461,2611.536,2707.734,2783.326,2837.734,2870.546,2881.511
Fy_069,324,0.000,16.652,33.178,49.451,65.347,80.747,95.531,109.589,122.813,135.102,146.362,156.509,165.465,173.161,179.540,184.552,188.160,190.336,191.063
Fy_070,326,0.000,161.731,322.232,480.280,634.673,784.236,927.830,1064.363,1192.795,1312.150,1421.518,1520.068,1607.049,1681.799,1743.750,1792.430,1827.469,1848.599,1855.660
Fy_071,327,0.000,133.679,266.340,396.974,524.587,648.207,766.895,879.745,985.901,1084.553,1174.951,1256.407,1328.301,1390.085,1441.291,1481.527,1510.488,1527.953,1533.789
Fy_072,329,0.000,255.792,509.638,759.605,1003.791,1240.338,1467.445,1683.383,1886.511,2075.280,2248.256,2404.121,2541.689,2659.913,2757.894,2834.886,2890.302,2923.721,2934.890
Fy_073,330,0.000,75.224,149.875,223.386,295.196,364.760,431.548,495.051,554.787,610.301,661.170,707.007,747.463,782.230,811.045,833.686,849.983,859.811,863.096
Fy_074,332,0.000,214.242,426.854,636.218,840.739,1038.862,1229.078,1409.940,1580.072,1738.179,1883.057,2013.604,2128.826,2227.846,2309.911,2374.397,2420.811,2448.802,2458.156
Fy_075,333,0.000,122.216,243.503,362.936,479.607,592.628,701.138,804.313,901.366,991.559,1074.206,1148.678,1214.407,1270.894,1317.709,1354.495,1380.973,1396.940,1402.276
Fy_076,334,0.000,229.810,457.871,682.447,901.830,1114.349,1318.387,1512.391,1694.885,1864.480,2019.886,2159.918,2283.513,2389.728,2477.756,2546.928,2596.715,2626.740,2636.773
Fy_077,337,0.000,131.108,261.218,389.340,514.500,635.743,752.148,862.829,966.943,1063.698,1152.358,1232.247,1302.759,1363.355,1413.576,1453.038,1481.442,1498.572,1504.296
Fy_078,338,0.000,221.556,441.425,657.935,869.437,1074.323,1271.032,1458.069,1634.008,1797.511,1947.335,2082.338,2201.493,2303.893,2388.760,2455.446,2503.445,2532.392,2542.065
Fy_079,408,0.000,20.429,40.703,60.667,80.170,99.062,117.200,134.446,150.670,165.746,179.561,192.009,202.996,212.439,220.264,226.413,230.839,233.508,234.400
Fy_080,409,0.000,108.741,216.655,322.920,426.727,527.287,623.833,715.632,801.985,882.234,955.768,1022.029,1080.511,1130.770,1172.423,1205.154,1228.712,1242.919,1247.667
Fy_081,410,0.000,294.273,586.307,873.879,1154.800,1426.932,1688.204,1936.628,2170.313,2387.481,2586.479,2765.792,2924.055,3060.065,3172.786,3261.360,3325.113,3363.560,3376.408
Fy_082,411,0.000,242.572,483.298,720.346,951.912,1176.233,1391.602,1596.380,1789.009,1968.022,2132.057,2279.867,2410.325,2522.439,2615.356,2688.368,2740.920,2772.612,2783.203
Fy_083,414,0.000,25.389,50.584,75.395,99.631,123.110,145.651,167.084,187.246,205.982,223.151,238.621,252.276,264.010,273.735,281.377,286.877,290.194,291.303
Fy_084,415,0.000,64.324,128.159,191.018,252.423,311.907,369.018,423.320,474.400,521.870,565.368,604.563,639.158,668.888,693.527,712.888,726.823,735.227,738.036
Fy_085,416,0.000,255.296,508.648,758.130,1001.842,1237.929,1464.595,1680.114,1882.847,2071.250,2243.890,2399.452,2536.753,2654.747,2752.538,2829.380,2884.689,2918.043,2929.190
Fy_086,417,0.000,223.958,446.212,665.070,878.867,1085.975,1284.817,1473.882,1651.729,1817.006,1968.454,2104.922,2225.369,2328.880,2414.667,2482.077,2530.596,2559.857,2569.635
Fy_087,418,0.000,26.043,51.887,77.337,102.198,126.282,149.404,171.389,192.070,211.289,228.900,244.769,258.775,270.812,280.788,288.626,294.268,297.671,298.808
Fy_088,420,0.000,63.739,126.992,189.279,250.125,309.068,365.659,419.467,470.082,517.120,560.222,599.061,633.340,662.799,687.214,706.399,720.208,728.535,731.318
Fy_089,421,0.000,42.709,85.094,126.830,167.602,207.098,245.017,281.072,314.988,346.507,375.388,401.413,424.383,444.122,460.482,473.337,482.590,488.170,490.035
Fy_090,422,0.000,153.968,306.764,457.226,604.208,746.591,883.292,1013.271,1135.539,1249.164,1353.282,1447.102,1529.907,1601.070,1660.047,1706.390,1739.746,1759.862,1766.585
Fy_091,423,0.000,248.625,495.358,738.320,975.664,1205.582,1426.325,1636.213,1833.648,2017.128,2185.257,2336.754,2470.468,2585.379,2680.614,2755.449,2809.312,2841.795,2852.650
Fy_092,424,0.000,21.396,42.628,63.537,83.962,103.748,122.744,140.806,157.796,173.586,188.055,201.092,212.599,222.487,230.683,237.123,241.758,244.554,245.488
Fy_093,427,0.000,134.106,267.192,398.244,526.265,650.281,769.348,882.559,989.054,1088.022,1178.709,1260.425,1332.549,1394.531,1445.900,1486.265,1515.319,1532.840,1538.695
Fy_094,429,0.000,252.934,503.944,751.118,992.575,1226.479,1451.048,1664.574,1865.432,2052.092,2223.135,2377.258,2513.289,2630.193,2727.079,2803.210,2858.007,2891.053,2902.096
Fy_095,430,0.000,77.620,154.649,230.502,304.600,376.380,445.295,510.822,572.461,629.743,682.232,729.529,771.274,807.149,836.881,860.244,877.060,887.202,890.590
Fy_096,432,0.000,215.417,429.195,639.706,845.349,1044.558,1235.818,1417.672,1588.737,1747.710,1893.383,2024.645,2140.499,2240.063,2322.578,2387.417,2434.086,2462.230,2471.636
Fy_097,433,0.000,120.233,239.551,357.046,471.823,583.010,689.759,791.259,886.738,975.467,1056.773,1130.036,1194.698,1250.269,1296.324,1332.513,1358.561,1374.269,1379.519
Fy_098,434,0.000,229.864,457.979,682.608,902.043,1114.612,1318.698,1512.748,1695.285,1864.921,2020.363,2160.428,2284.052,2390.293,2478.342,2547.529,2597.328,2627.360,2637.396
Fy_099,437,0.000,132.078,263.151,392.222,518.307,640.447,757.714,869.214,974.098,1071.569,1160.885,1241.366,1312.399,1373.444,1424.036,1463.791,1492.405,1509.661,1515.428
Fy_100,438,0.000,221.036,440.391,656.393,867.400,1071.806,1268.054,1454.652,1630.179,1793.300,1942.772,2077.459,2196.335,2298.495,2383.163,2449.693,2497.580,2526.458,2536.109
Fx_001,112,0.000,5.553,11.065,16.491,21.793,26.928,31.859,36.547,40.957,45.056,48.811,52.195,55.182,57.748,59.876,61.547,62.750,63.476,63.718
Fx_002,128,0.000,-16.350,-32.575,-48.553,-64.161,-79.281,-93.797,-107.600,-120.584,-132.649,-143.706,-153.669,-162.462,-170.018,-176.281,-181.202,-184.745,-186.881,-187.595
Fx_003,135,0.000,-21.845,-43.524,-64.872,-85.727,-105.928,-125.324,-143.766,-161.113,-177.235,-192.007,-205.318,-217.067,-227.164,-235.532,-242.107,-246.840,-249.694,-250.648
Fx_004,212,0.000,-5.262,-10.483,-15.625,-20.648,-25.513,-30.185,-34.626,-38.805,-42.688,-46.246,-49.452,-52.281,-54.713,-56.729,-58.312,-59.452,-60.140,-60.369
Fx_005,228,0.000,17.868,35.601,53.063,70.120,86.644,102.509,117.593,131.783,144.970,157.053,167.941,177.551,185.809,192.654,198.032,201.903,204.238,205.018
Fx_006,235,0.000,15.277,30.437,45.366,59.949,74.076,87.640,100.536,112.667,123.941,134.272,143.581,151.796,158.857,164.709,169.307,172.617,174.612,175.279
Fx_007,312,0.000,13.509,26.916,40.117,53.014,65.507,77.501,88.905,99.633,109.603,118.738,126.970,134.236,140.479,145.654,149.720,152.647,154.412,155.002
Fx_008,328,0.000,-21.201,-42.240,-62.958,-83.197,-102.803,-121.626,-139.523,-156.359,-172.005,-186.342,-199.260,-210.662,-220.461,-228.582,-234.963,-239.556,-242.326,-243.252
Fx_009,335,0.000,-33.965,-67.672,-100.863,-133.287,-164.697,-194.853,-223.526,-250.498,-275.564,-298.532,-319.229,-337.496,-353.194,-366.204,-376.428,-383.786,-388.224,-389.706
Fx_010,412,0.000,-11.971,-23.851,-35.549,-46.977,-58.047,-68.675,-78.781,-88.287,-97.122,-105.217,-112.511,-118.949,-124.482,-129.067,-132.671,-135.264,-136.828,-137.351
Fx_011,428,0.000,24.229,48.273,71.950,95.079,117.484,138.996,159.449,178.690,196.570,212.954,227.717,240.748,251.946,261.227,268.519,273.768,276.934,277.992
Fx_012,435,0.000,34.157,68.055,101.434,134.042,165.629,195.956,224.792,251.916,277.124,300.222,321.036,339.406,355.193,368.277,378.558,385.958,390.421,391.912
